"""company""","""creation_date""","""approve_date""","""closed_date""","""po_no""","""po_status""","""line_num""","""line_type""","""item_number""","""item_description""","""inventory_type""","""main_category""","""group_category""","""sub_group_category""","""sub_sub_group_category""","""uom""","""buyer_name""","""vendor_no""","""vendor_name""","""payment_term""","""vendor_site_code""","""closed_code""","""header_cancel""","""line_cancel""","""quantity_received""","""quantity_accepted""","""quantity_rejected""","""quantity_cancelled""","""currency_code""","""rate""","""quantity""","""unit_price""","""amount""","""amount_egp"""
ESCC,2019-03-13 00:00:00,2019-04-07 00:00:00,2019-05-23 11:31:44,190187,Approved,1,Direct,,"Connection, hydaylic, male 16 S X female 28 L",,,,Fittings for hydraulic cycle of crusher,,Each,Buyer_03,9120,Vendor_055,14 days,Site_002,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,225,675,675
ASF,2019-03-13 00:00:00,2019-04-07 00:00:00,2019-05-23 11:31:44,190187,Approved,2,Direct,,"Nipple, 28 L, with locking rings and nuts",,,,Fittings for hydraulic cycle of crusher,,Each,Buyer_03,9120,Vendor_055,14 days,Site_002,CLOSED,Valid,Valid,5,5,0,0,EGP,1,5,157.5,787.5,787.5
EGYLUX,2019-03-13 00:00:00,2019-04-07 00:00:00,2019-05-23 11:31:44,190187,Approved,3,Direct,,"Nipple, hydraulic, 28L x 3/4",,,,Fittings for hydraulic cycle of crusher,,Each,Buyer_03,9120,Vendor_055,14 days,Site_002,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,180,720,720
ESCC,2019-03-13 00:00:00,2019-04-07 00:00:00,2019-05-23 11:31:44,190187,Approved,4,Direct,,"Pipe, Seamless, hydraulic, 16 mm",,,,Fittings for hydraulic cycle of crusher,,meter,Buyer_03,9120,Vendor_055,14 days,Site_002,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,63,189,189
ESCC,2019-03-13 00:00:00,2019-04-07 00:00:00,2019-05-23 11:31:44,190187,Approved,5,Direct,,"Tee, size 28 L, male, male, female",,,,Fittings for hydraulic cycle of crusher,,Each,Buyer_03,9120,Vendor_055,14 days,Site_002,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,337.5,1012.5,1012.5
EMAS,2019-03-13 00:00:00,,,190188,Rejected,1,Direct,,"ٍSteel box , 40*70*3mmx6m.",,,,Materials for refractory storage.,,kiloGram,Buyer_01,9031,Vendor_040,30 days,Site_085,OPEN,Valid,Valid,0,0,0,0,EGP,1,1560,12,18720,18720
ASF,2019-03-13 00:00:00,2019-04-07 00:00:00,,190189,Approved,1,Goods,4090610204,"Sheet, thickness 12 mm, material stainless steel grade 310, according to DIN 1541, weight/m2= 96 kg, recommended sheet dimensions 1.5mx6m.",Spare parts,Workshop material,Workshop material,Complementary for PO # 180589,,Kilogram,Buyer_01,9008,Vendor_022,Immediate,Site_030,OPEN,Valid,Valid,38,38,0,0,EGP,1,40,100,4000,4000
ASF,2019-03-13 00:00:00,2019-04-07 00:00:00,2019-04-17 13:26:42,190190,Approved,1,Goods,4090611024,"Electrode, welding, arc gouging, 10 mm wire diameter",Spare parts,Workshop material,Workshop material,Arc gouging welding electrodes.,,Each,Buyer_05,9011,Vendor_101,14 days,Site_086,CLOSED,Valid,Valid,500,500,0,0,EGP,1,500,5,2500,2500
EMAS,2019-03-12 00:00:00,2019-06-16 00:00:00,2019-08-05 13:00:12,190181,Approved,1,Goods,3131106618,"Amplifier Controller XT960,  Software LCA15, Version : 3.0, with 20 glands manufacturer Thames-side company.",Spare parts,Electrical items,Instrumentation,Amplifier Controller,,Each,Buyer_06,9033,Vendor_091,Immediate,Site_048,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,15750,31500,31500
EMAS,2019-03-12 00:00:00,2019-06-16 00:00:00,2019-07-15 12:20:06,190182,Approved,1,Goods,4092511224,"Fastener for belt, Rivet, Stainless steel, Manufacturer: MLT, type: BM, for rubber belt of magnetic separator",Spare parts,Belt conveyor,Belt conveyors,Fasteners for belt.,,Kit,Buyer_05,9135,Vendor_073,,Site_103,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,800,2400,2400
ASF,2019-03-12 00:00:00,2019-04-07 00:00:00,2019-04-09 13:35:54,190183,Approved,1,Goods,4100102187,"Screw, hexagon head, M20X225, steel grade 8.8, DIN 931, for lamella of crusher apron feeder",Spare parts,Mechanical items,Fasteners,Hexagon screw for lamella.,,Each,Buyer_05,9066,Vendor_082,14 days,Site_061,CLOSED,Valid,Valid,150,150,0,0,EGP,1,150,45,6750,6750
ASF,2019-03-11 00:00:00,2019-03-20 00:00:00,2019-08-05 12:08:08,190176,Approved,1,Goods,4070208257,"Filter, Cartidge, type CH802FD11 12 mic. Abs, for pressure filter type MHT802 000 C10B6, for return line,  manfucture Sofima, pos. 07.1, for stacker hydraulic circuit pos. 07.1",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),S-P,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.9796,1,130,130,2597.35
EGYLUX,2019-03-11 00:00:00,2019-03-20 00:00:00,2019-08-05 12:08:08,190176,Approved,2,Goods,3049908258,"Valve, Needle type  FT290- G1/4 inch, viton gasket,  manfucture Tognella, pos. 11, for stacker hydraulic circuit",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),S-P,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,19.9796,1,38.5,38.5,769.21
EGYLUX,2019-03-11 00:00:00,,,190177,Rejected,1,Direct,,"Oil, Mobil, Rarus 425",,,,Rarus 425,,Litre,Buyer_04,9025,Vendor_141,Payment after 90 days from Invoice date,Site_078,OPEN,Valid,Valid,0,0,0,0,EGP,1,208,52.84,10990.72,10990.72
EMAS,2019-03-11 00:00:00,2019-05-14 00:00:00,2019-08-29 16:22:35,190178,Approved,1,Direct,,"Complete inspection for MAAG gearbox type WPU-142/C, order no.16010578, for ATOX mill 45",,,,Inspection Visit,,Each,Buyer_04,9085,Vendor_012,,Site_037,CLOSED,Valid,Valid,1,1,0,0,EUR,19.9796,1,4353,4353,86971.2
EGYLUX,2019-03-11 00:00:00,2019-05-14 00:00:00,2019-08-29 16:22:35,190178,Approved,2,Direct,,"Complete inspection for MAAG gearbox type WPV-332/G, order no. 16010566, for OK mill # 1",,,,Inspection Visit,,Each,Buyer_04,9085,Vendor_012,,Site_037,CLOSED,Valid,Valid,1,1,0,0,EUR,19.9796,1,4353,4353,86971.2
ESCC,2019-03-11 00:00:00,2019-04-07 00:00:00,2019-05-05 16:27:04,190179,Approved,1,Goods,4092508630,"Repair Kit nonflammable,cold, for belt rubber, consist of  adhesive type Cement SC 2000, ref. no. 525 2161 weight 1 Kg and hardener  4% type UT-R 20, ref. no. 525 1043 weight 40 g, TIP TOP",Spare parts,Belt conveyor,Belt conveyors,Bonding material for rubber belt conveyors.,,Kit,Buyer_01,9049,Vendor_151,30 days,Site_106,CLOSED,Valid,Valid,50,50,0,0,EGP,1,50,250,12500,12500
EGYLUX,2019-03-11 00:00:00,2019-06-16 00:00:00,2020-01-20 10:55:39,190180,Approved,1,Goods,3051509180,"Gauge, pressure gauge, 0-2000 bar, filled with glycerin, with male connection dia. 20 mm in the bottom of back side, max. dia. 105 mm, for hydraulic pump",Spare parts,Mechanical items,Mechanical Miscellaneous,pressure gauge,,Each,Buyer_03,9100,Vendor_038,14 days,Site_089,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,5000,5000,5000
EGYLUX,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,1,Capex,,Access Point TPlink 2 antenna / Quality,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,372.81,745.62,745.62
ESCC,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,2,Capex,,D-Link DIR-615 Wireless N 300 Router,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,570.18,1140.36,1140.36
EMAS,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,3,Capex,,12 ( moses ),,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,12,12,0,0,EGP,1,12,39.47,473.64,473.64
ESCC,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,4,Capex,,Hard Desk  Internal Desktop 1 tera western / Eng. Mohamed Magdy,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,815.79,815.79,815.79
EGYLUX,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,5,Capex,,Hard Desk Internal Desktop Western 1 tera / Eng. Mohamed Saed,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,815.79,815.79,815.79
EMAS,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,6,Capex,,Hard desk external 1 tera western / Eng. Ashraf abdelgabbar,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,868.42,868.42,868.42
EGYLUX,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,7,Capex,,Keyboard usb,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,4,4,0,0,EGP,1,4,61.4,245.6,245.6
ESCC,2019-03-10 00:00:00,2019-03-14 00:00:00,2019-03-28 16:08:34,190172,Approved,8,Capex,,Mouse,,,,,,Each,Buyer_02,9113,Vendor_079,30 days,Site_008,CLOSED,Valid,Valid,8,8,0,0,EGP,1,8,39.47,315.76,315.76
ESCC,2019-03-10 00:00:00,2019-03-17 00:00:00,2019-04-17 13:14:48,190173,Approved,1,Capex,,HP LaserJet 605 / Dispatch,,,,,,Each,Buyer_02,9149,Vendor_119,,Site_017,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1500,1500,1500
EGYLUX,2019-03-10 00:00:00,2019-03-13 00:00:00,2019-04-03 12:13:52,190174,Approved,1,Goods,3059909223,"Kit, cold welding, kit = 1 Kg, BELZONA",Spare parts,Mechanical items,Mechanical Miscellaneous,Belzona.,,Each,Buyer_05,9083,Vendor_056,14 days,Site_107,CLOSED,Valid,Valid,70,70,0,0,EGP,1,70,1875,131250,131250
ASF,2019-03-10 00:00:00,,,190175,Rejected,1,Direct,,Cable reel 50 meter,,,,Cable reel.,,Each,Buyer_05,9006,Vendor_142,14 days,Site_044,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,1050,1050,1050
ASF,2019-03-07 00:00:00,,,190169,Rejected,1,Goods,4090600378,"Sheet, thickness 08 mm, material steel 37 (material no. 1.0038) black, according to DIN 1541, weight/m2= 064 kg, recommended sheet dimensions 1.5mX6m.",Spare parts,Workshop material,Workshop material,Sheet for overhaul.,,Kilogram,Buyer_01,9110,Vendor_036,30 days,Site_091,OPEN,Valid,Valid,0,0,0,0,EGP,1,5760,10.96,63129.6,63129.6
ESCC,2019-03-07 00:00:00,,,190170,Rejected,1,Goods,4090509677,"Beam, standard, IPE 120x12000 mm",Spare parts,Workshop material,Workshop material,Material for refractory storage.,,Kilogram,Buyer_01,9031,Vendor_040,30 days,Site_085,OPEN,Valid,Valid,0,0,0,0,EGP,1,998.4,11.09,11072.26,11072.26
ESCC,2019-03-07 00:00:00,2019-03-31 00:00:00,2019-03-31 15:05:56,190171,Approved,1,Goods,7990109200,"Bag, for cement (El SEWEDY), 1ply 90 grm + 1ply 85 grm, capacity 50 kg",Bags (for packing),Bags (for packing),Bags (for packing),Bag for cement,,Each,Buyer_06,9028,Vendor_049,21 days,Site_043,CLOSED,Valid,Valid,2816000,2816000,0,0,EGP,1,2816000,3.365,9475840,9475840
ASF,2019-03-06 00:00:00,2019-03-13 00:00:00,2025-01-12 21:09:46,190163,Approved,1,Goods,4080100186,"Electrode, welding, basic, AWS A5.1-81:7018, 3.25 mm wire diameter, DIN 1913:E5143B10, ISO E51 4B 120 26H",Spare parts,Mechanical items,welding materials,Welding electrodes.,,Kilogram,Buyer_05,9011,Vendor_101,14 days,Site_086,CLOSED,Valid,Valid,200,200,0,0,EGP,1,200,45,9000,9000
ASF,2019-03-06 00:00:00,2019-03-13 00:00:00,2025-01-12 21:09:46,190163,Approved,2,Goods,4080100187,"Electrode, welding, basic, AWS A5.1-81:7018, 4 mm wire diameter, DIN 1913:E5143B10, ISO E51 4B 120 26H",Spare parts,Mechanical items,Welding materials,Welding electrodes.,,Kilogram,Buyer_05,9011,Vendor_101,14 days,Site_086,CLOSED,Valid,Valid,200,200,0,0,EGP,1,200,45,9000,9000
EGYLUX,2019-03-06 00:00:00,2019-08-22 00:00:00,2019-10-22 16:35:49,190164,Approved,1,Goods,4089905281,Brown glasses piece for welding shade helmet,Spare parts,Workshop material,Workshop material,Welding consumables.,,Each,Buyer_05,9001,Vendor_087,14 days,Site_072,CLOSED,Valid,Valid,100,100,0,0,EGP,1,100,1.75,175,175
EGYLUX,2019-03-06 00:00:00,2019-08-22 00:00:00,2019-10-22 16:35:49,190164,Approved,2,Goods,3080305845,Welding cable 600A Dia. : 50 mm,Spare parts,Electrical items,Cables and Cable Accessories,Welding consumables.,,Meter,Buyer_05,9001,Vendor_087,14 days,Site_072,CLOSED,Valid,Valid,200,200,0,0,EGP,1,200,105,21000,21000
ASF,2019-03-06 00:00:00,2019-08-22 00:00:00,2019-10-22 16:35:49,190164,Approved,3,Goods,4089905282,White glasses piece for welding shade helmet,Spare parts,Workshop material,Workshop material,Welding consumables.,,Each,Buyer_05,9001,Vendor_087,14 days,Site_072,CLOSED,Valid,Valid,100,100,0,0,EGP,1,100,0.5,50,50
EGYLUX,2019-03-06 00:00:00,2019-03-13 00:00:00,2019-05-02 13:50:24,190165,Approved,1,Direct,,"Well master hose, Flexible, size 4 inch",,,,Well master hose,,meter,Buyer_03,9118,Vendor_138,Immediate,Site_106,CLOSED,Valid,Valid,167,167,0,0,EGP,1,167,720,120240,120240
EGYLUX,2019-03-06 00:00:00,2019-03-20 00:00:00,2019-04-14 13:04:04,190166,Approved,1,Direct,,"Safety Rope, size 18mm, material: Silk, for well pump ",,,,Safety Rope,,meter,Buyer_03,9125,Vendor_106,Immediate,Site_061,CLOSED,Canceled,Canceled,0,0,0,200,EGP,1,0,6,0,0
EMAS,2019-03-06 00:00:00,,,190167,Rejected,1,Direct,,"رق ميكروفون ""جان جان"" هندي",,,,Electerical accessories,,Each,Buyer_06,9148,Vendor_074,Immediate,Site_056,OPEN,Valid,Valid,0,0,0,0,EGP,1,10,65,650,650
EGYLUX,2019-03-06 00:00:00,,,190167,Rejected,2,Direct,,"يونيت ميكروفون ""يونيكس"" 35 وات",,,,Electerical accessories,,Each,Buyer_06,9148,Vendor_074,Immediate,Site_056,OPEN,Valid,Valid,0,0,0,0,EGP,1,2,250,500,500
ESCC,2019-03-06 00:00:00,2019-04-24 00:00:00,2019-09-02 14:56:38,190168,Approved,1,Goods,3059902041,"Suction disk, material silicon rubber, pos. 14, code no. 650014D, according to ESCC dwg. No. 0001005, for valve opening group, for bag applicator for packing area",Spare parts,Mechanical items,mechanical items for cement storage and dispatch area (600),Suction disk for bag applicator of packing area.,,Each,Buyer_05,9096,Vendor_092,14 days,Site_084,CLOSED,Valid,Valid,700,700,0,0,EGP,1,700,11.65,8155,8155
EGYLUX,2019-03-05 00:00:00,2019-03-13 00:00:00,2019-07-04 14:11:27,190159,Approved,1,Goods,3052705569,"Pulley, V-belt, type SPB 170, 2 grooves, with tapered bush 2012",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Pulley,,Each,Buyer_03,9098,Vendor_033,14 days,Site_090,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,549.7,1099.4,1099.4
EGYLUX,2019-03-05 00:00:00,2019-03-06 00:00:00,2019-03-28 16:09:32,190160,Approved,1,Capex,,2 cartridge  (canon photo copier  IR 2025 ),,,,,,Each,Buyer_02,9136,Vendor_156,,Site_012,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,241.23,482.46,482.46
ASF,2019-03-05 00:00:00,2019-03-06 00:00:00,2019-03-28 16:09:32,190160,Approved,2,Capex,,2 ink ( 932 &933),,,,,,Each,Buyer_02,9136,Vendor_156,,Site_012,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,991.23,1982.46,1982.46
ESCC,2019-03-05 00:00:00,2019-03-06 00:00:00,2019-03-28 16:09:32,190160,Approved,3,Capex,,2 ink (130 & 134 ),,,,,,Each,Buyer_02,9136,Vendor_156,,Site_012,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1245.61,2491.22,2491.22
EGYLUX,2019-03-05 00:00:00,2019-03-06 00:00:00,2019-03-28 16:09:32,190160,Approved,4,Capex,,2 ink (652 balck and color ) for eng hatem elshazly,,,,,,Each,Buyer_02,9136,Vendor_156,,Site_012,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,350.88,701.76,701.76
EGYLUX,2019-03-05 00:00:00,2019-03-06 00:00:00,2019-03-28 16:09:32,190160,Approved,5,Capex,,3 ink (121 color &black),,,,,,Each,Buyer_02,9136,Vendor_156,,Site_012,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,526.32,1578.96,1578.96
EMAS,2019-03-05 00:00:00,2019-06-16 00:00:00,2019-07-09 14:46:04,190161,Approved,1,Goods,4092505146,"Lagging, Remaline lagging, type 60/CN, hardenees 62 shore A, abrasion 90 mm3, color black, dimension 10x2000x10000 mm, TIP TOP ref. no. 549 2913, for rubber belt pulleys repair ",Spare parts,Belt conveyor,Belt conveyors,Lagging for driven drums of belt conveyors.,,Meter,Buyer_01,9062,Vendor_124,30 days,Site_071,CLOSED,Valid,Valid,10,10,0,0,EGP,1,10,3800,38000,38000
EGYLUX,2019-03-05 00:00:00,2019-06-16 00:00:00,2019-07-09 14:46:04,190161,Approved,2,Goods,4092505576,"Rubber filler, without ply, with CN-bonding layer on both sides, width 500 mm, length 10000 mm and thickness 3 mm, ref. no. 528 5497, TIP TOP, for rubber belt pulley lagging repair",Spare parts,Belt conveyor,Belt conveyors,Lagging for driven drums of belt conveyors.,,Each,Buyer_01,9062,Vendor_124,30 days,Site_071,CLOSED,Valid,Valid,3,3,0,0,EGP,1,3,8500,25500,25500
EGYLUX,2019-03-05 00:00:00,2019-05-15 00:00:00,2019-06-19 16:52:54,190162,Approved,1,Goods,4092502179,"Belt, conveyor rubber type N315/3HT, APEX design, for bag truck loader belt, three plies and without bottom side rubber cover, width 300 mm",Spare parts,Belt conveyor,mechanical items for cement storage and dispatch area (600),Rubber belts for packing area.,,Meter,Buyer_01,9106,Vendor_054,30 days,Site_107,CLOSED,Valid,Valid,85,85,0,0,EGP,1,85,175,14875,14875
EMAS,2019-03-04 00:00:00,2019-03-06 00:00:00,2019-03-13 10:55:52,190150,Approved,1,Capex,,Printer 2055 HP LaserJet / Raw Material,,,,,,Each,Buyer_02,9133,Vendor_080,30 days,Site_087,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1000,1000,1000
ASF,2019-03-04 00:00:00,,,190151,Rejected,1,Goods,4090610209,"Plate, thickness 13 mm (8/5 mm), material chromium carbide brand triten T200X or Vautid 100 P or CDP 4666, weight/m2= 104 kg, recommended sheet dimensions 1.3mX 2.8m  or more than.",Spare parts,Workshop material,Workshop material,"Plate, thickness 12 mm (according to Mr. Mohamed Ragab).",,Kilogram,Buyer_01,9035,Vendor_137,30 days,Site_066,OPEN,Valid,Valid,0,0,0,0,EGP,1,2160,70,151200,151200
EGYLUX,2019-03-04 00:00:00,2019-06-16 00:00:00,2019-12-18 12:53:19,190152,Approved,1,Goods,3030609527,"Element, coupling element, 48/60 spidex, for coupling softex 48/60, 92 shore A",Spare parts,Mechanical items,Couplings,Coupling element PR.,,Each,Buyer_01,9058,Vendor_129,Immediate,Site_082,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,360,720,720
EMAS,2019-03-04 00:00:00,2019-03-13 00:00:00,2019-04-23 12:34:35,190153,Approved,1,Goods,4091008792,"Rope, wire, steel core  size 12 mm galvanized , for overhead crane, for hammer crusher",Spare parts,Mechanical items,Mechanical Miscellaneous,Rope,,Meter,Buyer_03,9010,Vendor_160,14 days,Site_077,CLOSED,Valid,Valid,150,150,0,0,EGP,1,150,24,3600,3600
ESCC,2019-03-04 00:00:00,,,190154,Rejected,1,Goods,4090606181,"Plate, thickness 20 mm (15/5 mm), material chromium carbide brand triten T200X or Vautid 100 P, weight/m2= 160 kg, recommended sheet dimensions 1.5mX3m",Spare parts,Workshop material,Workshop material,Material for plant common fabrication items of next kiln overhaul.,,Kilogram,Buyer_01,9043,Vendor_095,30 days,Site_106,OPEN,Valid,Valid,0,0,0,0,EGP,1,3600,61,219600,219600
ASF,2019-03-04 00:00:00,,,190155,Rejected,1,Goods,4090600376,"Sheet, thickness 05 mm, material steel 37 (material no. 1.0038) black, according to DIN 1541, weight/m2= 040 kg, recommended sheet dimensions 1.5mX3m.",Spare parts,Workshop material,Workshop material,Material for Rizer roof bet. cyclone 5&4 and 4&3.,,Kilogram,Buyer_01,9031,Vendor_040,30 days,Site_085,OPEN,Valid,Valid,0,0,0,0,EGP,1,4320,11.18,48297.6,48297.6
ESCC,2019-03-04 00:00:00,,,190155,Rejected,2,Goods,4090509677,"Beam, standard, IPE 120x6000 mm",Spare parts,Workshop material,Workshop material,Material for Rizer roof bet. cyclone 5&4 and 4&3.,,Kilogram,Buyer_01,9031,Vendor_040,30 days,Site_085,OPEN,Valid,Valid,0,0,0,0,EGP,1,3120,11.09,34600.8,34600.8
ESCC,2019-03-04 00:00:00,,,190156,Rejected,1,Goods,4090600376,"Sheet, thickness 05 mm, material steel 37 (material no. 1.0038) black, according to DIN 1541, weight/m2= 040 kg, recommended sheet dimensions 1.5mX3m.",Spare parts,Workshop material,Workshop material,Material for Rizer roof bet. cyclone 5&4 and 4&3.,,Kilogram,Buyer_01,9031,Vendor_040,30 days,Site_085,OPEN,Valid,Valid,0,0,0,0,EGP,1,720,11.18,8049.6,8049.6
EMAS,2019-03-04 00:00:00,,,190156,Rejected,2,Goods,4090509677,"Beam, standard, IPE 120x6000 mm",Spare parts,Workshop material,Workshop material,Material for Rizer roof bet. cyclone 5&4 and 4&3.,,Kilogram,Buyer_01,9031,Vendor_040,30 days,Site_085,OPEN,Valid,Valid,0,0,0,0,EGP,1,1248,11.09,13840.32,13840.32
EGYLUX,2019-03-04 00:00:00,,,190157,Rejected,1,Direct,,"Rod, round, diameter 200 mm, recommended length 6000 mm, weight/meter 247 kg/m, material st 60.",,,,Material for apron feeder.,,kiloGram,Buyer_01,9003,Vendor_104,Immediate,Site_054,OPEN,Valid,Valid,0,0,0,0,EGP,1,1482,20,29640,29640
EMAS,2019-03-04 00:00:00,,,190157,Rejected,2,Direct,,"Rod, round, diameter 65 mm, recommended length 6000 mm, weight/meter 26 kg/m, material st 52.",,,,Material for apron feeder.,,kiloGram,Buyer_01,9003,Vendor_104,Immediate,Site_054,OPEN,Valid,Valid,0,0,0,0,EGP,1,156,18.5,2886,2886
EMAS,2019-03-04 00:00:00,2019-03-13 00:00:00,2019-05-06 14:28:32,190158,Approved,1,Goods,4090905706,"Bar, square 30x20 mm, length3000 mm, material steel 37, for dosimat feeder",Spare parts,Mechanical items,mechanical items for raw meal production area (300),Bars for dosimat feeder.,,kiloGram,Buyer_01,9003,Vendor_104,Immediate,Site_054,CLOSED,Valid,Valid,138,137.9999608,0,0,EGP,1,138,25,3450,3450
EMAS,2019-03-03 00:00:00,2019-03-13 00:00:00,,190146,Approved,1,Direct,,"Thermal insulation, cylinderical for pipe size 4 inch, including stoon wool and aluminuim sheet, for aeration pipelines from blowers into cement silos",,,,Thermal insulation for aeration piplines.,,meter,Buyer_01,9086,Vendor_044,Immediate,Site_055,OPEN,Valid,Valid,120,120,0,0,EGP,1,125,100.87,12608.75,12608.75
EMAS,2019-03-03 00:00:00,2019-06-16 00:00:00,2020-03-15 10:43:53,190147,Approved,1,Goods,3130309248,"Element, filter, 10 micron, type 0240 R010 BN4HC/-B6, supplier HYDAC, Pos.40, for pump station LQ120, for atox coal mill 25",Spare parts,Mechanical items,mechanical items for clinker production area (400),Element filter,,Each,Buyer_03,9099,Vendor_112,14 days,Site_080,CLOSED,Valid,Valid,2,2,0,0,EGP,1,2,1000,2000,2000
ASF,2019-03-03 00:00:00,2019-11-07 00:00:00,2020-03-15 10:20:34,190148,Approved,1,Goods,3130302707,"Cylindrical, spangas cylindrical, 10L, NO 1600 ppm and rest N2, ID: 92238869001, FLS no. 102307, for gas analyzer, manufacturer Air Liquide DK.",Spare parts,Electrical items,Instrumentation,Spangas Cylindrical,,Each,Buyer_04,9147,Vendor_121,,Site_096,CLOSED,Valid,Valid,1,1,0,0,EUR,19.9796,1,750,750,14984.7
EGYLUX,2019-03-03 00:00:00,2019-11-07 00:00:00,2020-03-15 10:20:34,190148,Approved,2,Goods,3130302708,"Cylindrical, spangas cylindrical, 10L,CO 4%,O2 6%,CH4 2.4% and rest N2, ID: 21637, FLS no. 102548, for gas analyzer, manufacturer Air Liquide DK.",Spare parts,Electrical items,Instrumentation,Spangas Cylindrical,,Each,Buyer_04,9147,Vendor_121,,Site_096,CLOSED,Valid,Valid,1,1,0,0,EUR,19.9796,1,900,900,17981.64
ESCC,2019-03-03 00:00:00,2019-11-07 00:00:00,2020-12-02 18:48:29,190149,Approved,3,Goods,3130302709,"Cylindrical, zerogas cylindrical, N2 N48, 10L, FLS no. 101984, for gas analyzer, manufacturer Air Liquide DK.",Spare parts,Electrical items,Instrumentation,Zerogas Cylindrical,,Each,Buyer_04,9147,Vendor_121,,Site_096,CLOSED,Valid,Valid,1,1,0,0,EGP,1,1,1600,1600,1600
ESCC,2019-02-28 00:00:00,2019-03-13 00:00:00,2019-10-01 14:39:11,190140,Approved,1,Goods,3100511029,"Geared motor, helical gear Z.108-M160L4, ratio 7.10, supplier FLENDER, motor 15 KW, 50 Hz, 220-240/380-420 V, 650324 256 for Rotary Sluice ?2000 For Atox mill 321-RF090",Strategic,Mechanical items,mechanical items for raw meal production area (300),Geared Motor,,Each,Buyer_04,9009,Vendor_098,,Site_048,CLOSED,Valid,Valid,1,1,0,0,USD,17.6155,1,6284.37,6284.37,110702.32
EGYLUX,2019-02-28 00:00:00,2019-03-13 00:00:00,2019-08-05 12:08:08,190141,Approved,1,Goods,3049908261,"Valve, Solenoid  type KV-4/3-5KO-6-3-230 AC (220V-240V 50Hz), manufacture Kladivar, pos. 15, for stacker hydraulic circuit",Spare parts,Mechanical items,mechanical items for raw materials handling area (100),Solenoid Valve,,Each,Buyer_04,9057,Vendor_006,,Site_022,CLOSED,Valid,Valid,1,1,0,0,EUR,20.1537,1,213.4,213.4,4300.8
ESCC,2019-02-28 00:00:00,,,190142,Rejected,1,Direct,,heater cable BOSCH 1600W .,,,,Electrical tools,,Each,Buyer_06,9055,Vendor_037,Immediate,Site_061,OPEN,Valid,Valid,0,0,0,0,EGP,1,1,660,660,660
EGYLUX,2019-02-28 00:00:00,2019-06-16 00:00:00,,190143,Approved,1,Goods,4101310478,"Bearing, splite, dwg.no. 3.138915, material GS- 17CrMo5 5, for EP filter",Spare parts,Mechanical items,mechanical items for clinker production area (400),Split bearing.,,Each,Buyer_05,9077,Vendor_114,14 days,Site_071,OPEN,Valid,Valid,3,3,0,0,EGP,1,4,1750,7000,7000
